File,Package,Type,Name,Parameters,ReturnType,Annotations,JavaDoc
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\Room.java,com.rvce.scas.entity,Class,Room,,,Entity;Table;Data,"<h3>Purpose</h3>
Represents a physical room in the campus that can be booked for classes or events.
This entity is used in availability queries to filter and display rooms.

<h3>Key Responsibilities</h3>
<ul>
  <li>Store room metadata: name, capacity, building, floor, GPS coordinates</li>
  <li>Track room type, department ownership, and availability status</li>
  <li>Provide unique identification for timetable slots and exams</li>
</ul>

<h3>Dependencies</h3>
References Department entity (optional, can be null).

<h3>Transaction Behaviour</h3>
Read-only in Epic 1 context; created via T-003 migrations.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\Room.java,com.rvce.scas.entity,Method,onCreate,,void,PrePersist,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\Room.java,com.rvce.scas.entity,Method,onUpdate,,void,PreUpdate,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\TimetableSlot.java,com.rvce.scas.entity,Class,TimetableSlot,,,Entity;Table;Data,"<h3>Purpose</h3>
Represents a scheduled class slot in the weekly timetable.
This is the canonical schedule that repeats every week, overlaid by day_overrides for exceptions.

<h3>Key Responsibilities</h3>
<ul>
  <li>Store recurring weekly schedule data</li>
  <li>Support teacher substitutions and availability queries</li>
  <li>Provide audit trail for scheduling changes</li>
</ul>

<h3>Dependencies</h3>
References Room and User entities.

<h3>Transaction Behaviour</h3>
Updated in T-101 uploads and T-103 substitutions; read in T-102 queries.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\User.java,com.rvce.scas.entity,Class,User,,,Getter;Setter;Entity;Table,"Entity representing a system user with authentication and authorization information.

<p><strong>Table:</strong> {@code users}</p>

<p><strong>Responsibilities:</strong></p>
<ul>
  <li>Store user authentication credentials (email, password hash)</li>
  <li>Track account status (active/inactive)</li>
  <li>Maintain associations with assigned roles</li>
  <li>Support distributed account lockout via Redis (see {@code lockedUntil})</li>
</ul>

<p><strong>Key Fields:</strong></p>
<ul>
  <li>{@code userId}: Primary key, UUID generated automatically</li>
  <li>{@code email}: Unique identifier for login, must be lowercase-normalized</li>
  <li>{@code passwordHash}: Bcrypt or similar strong hash (never plaintext)</li>
  <li>{@code active}: Flag to disable user without deletion (soft deactivation)</li>
  <li>{@code lockedUntil}: Future timestamp for account lockout (currently unused in favor of Redis)</li>
  <li>{@code userRoles}: Bidirectional many-to-many relationship with roles</li>
</ul>

<p><strong>Relationships:</strong></p>
<ul>
  <li>One-to-Many with {@link UserRole}: User can have multiple roles (ADMIN, STUDENT, TEACHER)</li>
  <li>Through {@code UserRole}, indirectly relates to {@link Role} and {@link Permission}</li>
</ul>

@author RVCE SCAS Team
@see UserRole
@see Role
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\UserRole.java,com.rvce.scas.entity,Class,UserRole,,,Getter;Setter;Entity;Table,"Join entity representing the many-to-many relationship between User and Role.

<p><strong>Table:</strong> {@code user_roles}</p>

<p><strong>Purpose:</strong> Models M:N relationship where a user can have multiple
roles and a role can be assigned to multiple users. This is the core of the RBAC system.</p>

<p><strong>Primary Key:</strong> Composite key using UserRoleId (userId + roleId)
ensures no duplicate role assignments for the same user.</p>

@author RVCE SCAS Team
@see User
@see Role
@see UserRoleId
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\UserRoleId.java,com.rvce.scas.entity,Class,UserRoleId,,,Embeddable,"Composite primary key (embedded) for the UserRole join entity.

<p><strong>Purpose:</strong> Uniquely identifies a user-role assignment
by combining userId and roleId.

<p><strong>JPA Pattern:</strong> Marked with @Embeddable to be embedded in UserRole.
Implements Serializable and properly overrides equals() and hashCode().

@author RVCE SCAS Team
@see UserRole
@see User
@see Role
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\UserRoleId.java,com.rvce.scas.entity,Method,getUserId,,UUID,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\UserRoleId.java,com.rvce.scas.entity,Method,setUserId,UUID userId,void,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\UserRoleId.java,com.rvce.scas.entity,Method,getRoleId,,UUID,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\UserRoleId.java,com.rvce.scas.entity,Method,setRoleId,UUID roleId,void,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\UserRoleId.java,com.rvce.scas.entity,Method,equals,Object o,boolean,Override,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\entity\UserRoleId.java,com.rvce.scas.entity,Method,hashCode,,int,Override,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\event\ClassCancelledEvent.java,com.rvce.scas.event,Class,ClassCancelledEvent,,,Getter,"<h3>Purpose</h3>
Event published when a class is cancelled via day override (T-104).
Triggers notifications to affected students and faculty.

<h3>Key Responsibilities</h3>
<ul>
  <li>Notify notification subsystem of class cancellations</li>
  <li>Carry details about the cancelled slot</li>
</ul>

<h3>Dependencies</h3>
Published by DayOverrideService; consumed by notification listeners.

<h3>Transaction Behaviour</h3>
Published synchronously after DB commit in T-104.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\event\TimetableEventListener.java,com.rvce.scas.event,Class,TimetableEventListener,,,Slf4j;Component;RequiredArgsConstructor,"<h3>Purpose</h3>
Event listener for timetable-related events.
Handles cache invalidation and notifications asynchronously.

<h3>Key Responsibilities</h3>
<ul>
  <li>Invalidate room availability cache on timetable changes</li>
  <li>Process events asynchronously to avoid blocking HTTP responses</li>
</ul>

<h3>Dependencies</h3>
Depends on RoomAvailabilityCache for invalidation operations.

<h3>Transaction Behaviour</h3>
Listens to events published after transaction commits.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\event\TimetableEventListener.java,com.rvce.scas.event,Method,handleTimetableUploaded,TimetableUploadedEvent event,void,EventListener;Async,"Handles timetable upload events by invalidating all cached availability data.
This ensures that new schedule data is immediately reflected in queries.

@param event the timetable uploaded event
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\event\TimetableEventListener.java,com.rvce.scas.event,Method,handleClassCancelled,ClassCancelledEvent event,void,EventListener;Async,"Handles class cancellation events for notification processing.
Currently logs the event; future epics will add notification logic.

@param event the class cancelled event
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\event\TimetableUploadedEvent.java,com.rvce.scas.event,Class,TimetableUploadedEvent,,,Getter,"<h3>Purpose</h3>
Event published after successful timetable upload (T-101).
Triggers cache invalidation for room availability queries.

<h3>Key Responsibilities</h3>
<ul>
  <li>Notify listeners that timetable data has changed</li>
  <li>Carry metadata about the upload operation</li>
</ul>

<h3>Dependencies</h3>
Published by TimetableUploadService; consumed by TimetableEventListener.

<h3>Transaction Behaviour</h3>
Published synchronously after DB commit in T-101.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\exception\AccountLockedException.java,com.rvce.scas.exception,Class,AccountLockedException,,,,"Exception thrown when a user account is locked due to too many failed login attempts.

<p><strong>When it occurs:</strong> After 5 consecutive failed login attempts within a
15-minute window, the account is locked and this exception is thrown on subsequent
login attempts for that email.</p>

<p><strong>Purpose:</strong> Prevents brute-force password guessing attacks by temporarily
disabling the account. The lockout is time-based and automatically expires after 15 minutes.</p>

<p><strong>Lockout Mechanism:</strong> Distributed across all instances via Redis.
Redis key: {@code login:locked:email@example.com} with TTL of 15 minutes.</p>

<p><strong>Client Response:</strong> Returns HTTP 401 (Unauthorized) with this exception's
message, instructing the user to retry after the lockout period expires.</p>

<p><strong>Example:</strong></p>
<pre>
  throw new AccountLockedException(""Account locked. Try again in 15 minute(s)."");
</pre>

@author RVCE SCAS Team
@see AuthService#login(String, String)
@see AuthService#checkLockout(String)
@see AuthService#lockAccount(String)
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\exception\CsvValidationException.java,com.rvce.scas.exception,Class,CsvValidationException,,,,"Exception thrown when CSV validation fails during upload (T-101).
Contains details about which rows failed and why.
Maps to HTTP 422 Unprocessable Entity.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\exception\InvalidTokenException.java,com.rvce.scas.exception,Class,InvalidTokenException,,,,"Exception thrown when a JWT token or refresh token is invalid, expired, or missing.

<p><strong>Causes:</strong></p>
<ul>
  <li>Refresh token does not exist in Redis (already revoked or expired)</li>
  <li>Refresh token belongs to a different user than the one requesting refresh</li>
  <li>User account is disabled (soft-deleted)</li>
  <li>User ID doesn't match the token claims</li>
  <li>Signature verification fails (token tampered with)</li>
  <li>Token has expired (beyond JWT expiry time)</li>
  <li>Token format is malformed</li>
</ul>

<p><strong>Purpose:</strong> Signals that a token-based operation (refresh, validate) failed
and the client must re-authenticate to obtain new tokens.</p>

<p><strong>Client Response:</strong> Returns HTTP 401 (Unauthorized). Client should clear
stored tokens and redirect user to login page.</p>

<p><strong>Examples:</strong></p>
<pre>
  throw new InvalidTokenException(""Refresh token is invalid or expired."");
  throw new InvalidTokenException(""User account is disabled."");
</pre>

@author RVCE SCAS Team
@see AuthService#refresh(UUID, String)
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\exception\OverrideNotFoundException.java,com.rvce.scas.exception,Class,OverrideNotFoundException,,,,"Exception thrown when trying to delete a non-existent override.
Maps to HTTP 404 Not Found.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\exception\RoomNotFoundException.java,com.rvce.scas.exception,Class,RoomNotFoundException,,,,"Exception thrown when a referenced room does not exist in the database.
Maps to HTTP 404 Not Found.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\exception\SlotAlreadyClaimedException.java,com.rvce.scas.exception,Class,SlotAlreadyClaimedException,,,,"Exception thrown when a user attempts to claim or book an exam seat/slot that is
already allocated to another user.

<p><strong>When it occurs:</strong> During exam seating allocation, if a student
attempts to claim a seat that another student has already reserved or a concurrent
request claims the same seat.</p>

<p><strong>Purpose:</strong> Prevents double-booking of exam seats and ensures
each slot is assigned to at most one student.</p>

<p><strong>Concurrency:</strong> May occur due to race conditions if two users
submit allocation requests simultaneously. The application should handle this gracefully
and suggest the user choose a different available slot.</p>

<p><strong>Client Response:</strong> Returns HTTP 409 (Conflict) with a message
suggesting the user select a different available slot.</p>

<p><strong>Example:</strong></p>
<pre>
  throw new SlotAlreadyClaimedException(""This exam seat is already allocated to another student."");
</pre>

@author RVCE SCAS Team
@see ExamController
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\exception\SlotConflictException.java,com.rvce.scas.exception,Class,SlotConflictException,,,,"Exception thrown when a slot conflict is detected (e.g., duplicate slot or override).
Maps to HTTP 409 Conflict.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\exception\TeacherNotFoundException.java,com.rvce.scas.exception,Class,TeacherNotFoundException,,,,"Exception thrown when a referenced teacher does not exist in the database.
Maps to HTTP 404 Not Found.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Class,GlobalExceptionHandler,,,Slf4j;RestControllerAdvice,"Converts application exceptions into structured JSON error responses.
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,handleValidation,"MethodArgumentNotValidException ex, HttpServletRequest request",ResponseEntity<ErrorResponseDto>,ExceptionHandler,"Handles bean validation failures on request bodies.

@param ex the validation exception raised by Spring MVC
@param request the current HTTP request
@return a 400 response containing per-field validation messages
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,handleConstraintViolation,"ConstraintViolationException ex, HttpServletRequest request",ResponseEntity<ErrorResponseDto>,ExceptionHandler,"Handles constraint violations raised from method or parameter validation.

@param ex the constraint violation exception
@param request the current HTTP request
@return a 400 response with the validation message
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,handleMissingRequestParameter,"MissingServletRequestParameterException ex, HttpServletRequest request",ResponseEntity<ErrorResponseDto>,ExceptionHandler,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,handleTypeMismatch,"MethodArgumentTypeMismatchException ex, HttpServletRequest request",ResponseEntity<ErrorResponseDto>,ExceptionHandler,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,handleBadCredentials,"BadCredentialsException ex, HttpServletRequest request",ResponseEntity<ErrorResponseDto>,ExceptionHandler,"Handles invalid login credentials.

@param ex the authentication failure exception
@param request the current HTTP request
@return a 401 response with a generic authentication error
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,handleLocked,"AccountLockedException ex, HttpServletRequest request",ResponseEntity<ErrorResponseDto>,ExceptionHandler,"Handles account lockout responses after repeated failures.

@param ex the account lockout exception
@param request the current HTTP request
@return a 429 response indicating that the account is temporarily locked
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,handleInvalidToken,"InvalidTokenException ex, HttpServletRequest request",ResponseEntity<ErrorResponseDto>,ExceptionHandler,"Handles expired or malformed refresh tokens.

@param ex the invalid token exception
@param request the current HTTP request
@return a 401 response with the token failure details
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,handleSlotClaimed,"SlotAlreadyClaimedException ex, HttpServletRequest request",ResponseEntity<ErrorResponseDto>,ExceptionHandler,"Handles conflicts when a slot has already been claimed.

@param ex the slot collision exception
@param request the current HTTP request
@return a 409 response describing the conflict
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,handleDbConstraint,"DataIntegrityViolationException ex, HttpServletRequest request",ResponseEntity<ErrorResponseDto>,ExceptionHandler,"Handles database-level uniqueness and foreign-key violations.

@param ex the persistence exception
@param request the current HTTP request
@return a 409 response describing the data conflict
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,handleAccessDenied,"AccessDeniedException ex, HttpServletRequest request",ResponseEntity<ErrorResponseDto>,ExceptionHandler,"Handles authorization failures after authentication succeeds.

@param ex the access denied exception
@param request the current HTTP request
@return a 403 response describing the missing permissions
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,handleIllegalArgument,"IllegalArgumentException ex, HttpServletRequest request",ResponseEntity<ErrorResponseDto>,ExceptionHandler,"Handles business logic validation errors (e.g., missing required parameters, invalid time ranges).

@param ex the illegal argument exception
@param request the current HTTP request
@return a 400 response with the validation error message
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,handleUnexpected,"Exception ex, HttpServletRequest request",ResponseEntity<ErrorResponseDto>,ExceptionHandler,"Handles unexpected failures and returns a supportable incident id.

@param ex the unexpected exception
@param request the current HTTP request
@return a 500 response with an incident reference
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\GlobalExceptionHandler.java,com.rvce.scas.hardening,Method,base,"HttpServletRequest request, int status, String error, String code, String message",ErrorResponseDto,,"Builds a standard error payload shared by all handlers.

@param request the current HTTP request
@param status the HTTP status code to report
@param error the short error label
@param code the machine-readable application error code
@param message the human-readable error message
@return a populated error response DTO
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\SecurityHeadersFilter.java,com.rvce.scas.hardening,Class,SecurityHeadersFilter,,,Component;Order,"Applies security-related HTTP headers to every API response.
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\hardening\SecurityHeadersFilter.java,com.rvce.scas.hardening,Method,doFilterInternal,"HttpServletRequest request, HttpServletResponse response, FilterChain chain",void,Override,"Adds hardened response headers before the request continues through the chain.

@param request the incoming HTTP request
@param response the HTTP response to mutate
@param chain the downstream filter chain
@throws ServletException if the container cannot continue processing
@throws IOException if the response cannot be written
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\mapper\RoomMapper.java,com.rvce.scas.mapper,Interface,RoomMapper,,,Mapper,"<h3>Purpose</h3>
MapStruct mapper for converting Room entities to RoomAvailabilityDto responses.
Ensures clean separation between DB entities and API contracts.

<h3>Key Responsibilities</h3>
<ul>
  <li>Convert Room entities to DTOs for availability responses</li>
  <li>Handle field mapping and type conversions</li>
</ul>

<h3>Dependencies</h3>
Uses MapStruct for compile-time mapping generation.

<h3>Transaction Behaviour</h3>
Called during read operations in service layer.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\mapper\RoomMapper.java,com.rvce.scas.mapper,Method,toDto,Room room,RoomAvailabilityDto,Mapping,"Converts a Room entity to RoomAvailabilityDto.

@param room the room entity
@return the corresponding DTO
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\mapper\RoomMapper.java,com.rvce.scas.mapper,Method,toDtoList,List<Room> rooms,List<RoomAvailabilityDto>,,"Converts a list of Room entities to RoomAvailabilityDto list.

@param rooms the list of room entities
@return the list of corresponding DTOs
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\mapper\TimetableMapper.java,com.rvce.scas.mapper,Interface,TimetableMapper,,,Mapper,"<h3>Purpose</h3>
MapStruct mapper for timetable-related entity-DTO conversions.
Handles conversions for override operations and CSV parsing.

<h3>Key Responsibilities</h3>
<ul>
  <li>Convert DayOverride entities to OverrideDto responses</li>
  <li>Support CSV row to entity mapping</li>
</ul>

<h3>Dependencies</h3>
Uses MapStruct for compile-time mapping generation.

<h3>Transaction Behaviour</h3>
Called during CRUD operations in service layer.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\mapper\TimetableMapper.java,com.rvce.scas.mapper,Method,toDto,DayOverride override,OverrideDto,Mapping;Mapping,"Converts a DayOverride entity to OverrideDto.

@param override the day override entity
@return the corresponding DTO
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\mapper\TimetableMapper.java,com.rvce.scas.mapper,Method,toDtoList,List<DayOverride> overrides,List<OverrideDto>,,"Converts a list of DayOverride entities to OverrideDto list.

@param overrides the list of day override entities
@return the list of corresponding DTOs
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\rbac\CustomAccessDeniedHandler.java,com.rvce.scas.rbac,Class,CustomAccessDeniedHandler,,,Slf4j;Component;RequiredArgsConstructor,"Serializes authorization failures into the API's JSON error shape.
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\rbac\CustomAccessDeniedHandler.java,com.rvce.scas.rbac,Method,handle,"HttpServletRequest request, HttpServletResponse response, AccessDeniedException accessDeniedException",void,Override,"Handles a forbidden request by logging the attempt and returning JSON.

@param request the current HTTP request
@param response the HTTP response to populate
@param accessDeniedException the Spring Security access denied exception
@throws IOException if the response body cannot be written
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\rbac\PermissionConstants.java,com.rvce.scas.rbac,Class,PermissionConstants,,,,"Central list of application permission names used by RBAC checks.
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\DayOverrideRepository.java,com.rvce.scas.repository,Interface,DayOverrideRepository,,,Repository,"<h3>Purpose</h3>
Repository for day override operations, supporting T-104 cancellation and booking features.

<h3>Key Responsibilities</h3>
<ul>
  <li>Query overrides by date and room</li>
  <li>Check for existing overrides to prevent duplicates</li>
</ul>

<h3>Dependencies</h3>
Depends on DayOverride entity.

<h3>Transaction Behaviour</h3>
CRUD operations for override management.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\DayOverrideRepository.java,com.rvce.scas.repository,Method,findOverridesByDate,"LocalDate date, java.util.UUID roomId",List<DayOverride>,Query,"Finds all overrides for a specific date, optionally filtered by room.

@param date the date to query
@param roomId optional room filter
@return list of overrides for the date
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\DayOverrideRepository.java,com.rvce.scas.repository,Method,existsBySlotIdAndDate,"Long slotId, LocalDate date",boolean,,"Checks if an override already exists for the given slot and date.
Used to enforce idempotency in T-104.

@param slotId the slot ID
@param date the date
@return true if override exists
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\RoomRepository.java,com.rvce.scas.repository,Interface,RoomRepository,,,Repository,"<h3>Purpose</h3>
Repository for querying available rooms based on timetable and override exclusions.
Implements the double-exclusion JPQL query for T-102 availability engine.

<h3>Key Responsibilities</h3>
<ul>
  <li>Execute complex availability queries with filters</li>
  <li>Support pagination for large result sets</li>
</ul>

<h3>Dependencies</h3>
Depends on Room, TimetableSlot, DayOverride entities.

<h3>Transaction Behaviour</h3>
Read-only queries for availability checks.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\RoomRepository.java,com.rvce.scas.repository,Method,findAvailableRooms,"LocalDate date, int dayOfWeek, LocalTime startTime, LocalTime endTime, Integer minCapacity",List<Room>,Query,"Finds rooms that are NOT occupied by timetable slots or day overrides on the given date/time.
This is the core double-exclusion query for T-102.

<p>The query excludes rooms that have:
1. A timetable slot on the same day_of_week and overlapping time
2. A day override with OCCUPIED status on the exact date
(CANCELLED overrides make the room available, so they are not excluded)</p>

@param date the date to check availability for
@param startTime start of the time window
@param endTime end of the time window
@param minCapacity minimum room capacity (optional filter)
@return list of available rooms matching criteria
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\RoomRepository.java,com.rvce.scas.repository,Method,findAvailableRoomsByBuilding,"LocalDate date, int dayOfWeek, LocalTime startTime, LocalTime endTime, Integer minCapacity, String building",List<Room>,Query,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Interface,TimetableSlotRepository,,,Repository,"<h3>Purpose</h3>
Repository for timetable slot operations, including clash detection and substitution queries.

<h3>Key Responsibilities</h3>
<ul>
  <li>Fetch slots for teacher substitution operations</li>
  <li>Check for scheduling conflicts</li>
  <li>Support bulk updates for substitutions</li>
</ul>

<h3>Dependencies</h3>
Depends on TimetableSlot entity.

<h3>Transaction Behaviour</h3>
Read operations for clash checks; write operations for substitutions.

@author SCAS Engineering Team
@since 1.0
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Method,findSlotsForTeacherInRange,"UUID teacherId, int startDayOfWeek, int endDayOfWeek",List<TimetableSlot>,Query,"Finds all active slots for a teacher within a date range.
Used by T-103 substitution engine to identify slots to reassign.

@param teacherId the teacher whose slots to find
@param startDate start of the date range (inclusive)
@param endDate end of the date range (inclusive)
@return list of active slots for the teacher in the range
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Method,findSlotsForTeacherOnDays,"UUID teacherId, List<Integer> dayOfWeeks",List<TimetableSlot>,Query,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Method,existsConflictingSlot,"UUID teacherId, int dayOfWeek, LocalTime startTime, LocalTime endTime",boolean,Query,"Checks if a teacher has any slot that would conflict with the given time on the given day.
Used for clash detection in T-103 substitution.

@param teacherId the teacher to check
@param dayOfWeek the day of the week
@param startTime start time to check
@param endTime end time to check
@return true if there is a conflicting slot
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Method,existsRoomTimeConflict,"java.util.UUID roomId, int dayOfWeek, LocalTime startTime, LocalTime endTime",boolean,Query,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Method,findActiveRoomConflicts,"Long roomId, int dayOfWeek, LocalTime startTime, LocalTime endTime, Pageable pageable",List<TimetableSlot>,Query,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Method,findByTeacherIdAndDayOfWeek,"UUID teacherId, Integer dayOfWeek",List<TimetableSlot>,Query,"Finds all slots for a teacher on a specific day of week (T-105 queries).

@param teacherId the teacher ID
@param dayOfWeek the day of week (1=Monday, 7=Sunday)
@return list of slots for that teacher on that day
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Method,findByRoomIdAndDayOfWeek,"Long roomId, Integer dayOfWeek",List<TimetableSlot>,Query,"Finds all slots for a room on a specific day of week (T-105 queries).

@param roomId the room ID
@param dayOfWeek the day of week
@return list of slots in that room on that day
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Method,countByIsActive,boolean isActive,long,Query,"Counts active slots for analytics (T-105).
"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\repository\TimetableSlotRepository.java,com.rvce.scas.repository,Method,countDistinctTeachers,,long,Query,"Counts distinct teachers for analytics (T-105).
"
