File,Package,Type,Name,Parameters,ReturnType,Details
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L61,,,--        Runs at every substitution event.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L62,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L63,,,--   [I10] idx_exam_students_exam (B-TREE)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L64,,,"--         ""List all students in exam X"""
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L65,,,--         Runs at CSP start and for seating plan display.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L66,,,-- ============================================================
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L68,,,-- ── I1: Room availability (hottest query) ────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L69,,,-- DECISION: Include version_id as 4th column so queries filtering
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L70,,,-- by active version can use this same index without a separate one.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L74,,,-- ── I2: Student exam seat lookup ─────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L78,,,"-- Also: coordinator view ""all seats for this exam"""
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L82,,,-- ── I3: Full-text room search ────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L83,,,-- DECISION: use 'simple' dictionary not 'english' because room names
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L84,,,"-- like ""A201"" and ""SH-01"" are codes, not English words."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L85,,,-- 'simple' lowercases only; 'english' applies stemming (may mangle codes).
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L89,,,-- ── I4: Day overrides lookup ─────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L93,,,"-- Also: ""what overrides happened today?"" (admin dashboard)"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L97,,,-- ── I5: Unread notifications (partial index) ─────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L98,,,-- DECISION: Partial index (WHERE is_read = FALSE) = only indexes
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L99,,,"-- the minority of rows that are unread. As notifications are read,"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L100,,,-- they fall out of the index automatically. Stays small forever.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L105,,,-- ── I6: JSONB seating constraints ────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L109,,,-- ── I7: Occupancy history ────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L113,,,-- ── I8: Audit log by actor ───────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L117,,,"-- Also: compliance query ""all actions of type X in date range"""
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L121,,,-- ── I9: Teacher substitution query ───────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L125,,,-- ── I10: Exam students list ───────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L129,,,"-- Branch filter for CSP: ""students of branch CSE in this exam"""
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L133,,,-- ── Additional useful indexes ─────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L135,,,-- Active refresh tokens lookup (on every authenticated request)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L140,,,-- Seating job status polling
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L144,,,-- Notification batches by exam
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L149,,,-- FCM token lookup for fan-out
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L154,,,-- Blackout dates range queries
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L158,,,-- Timetable versions by semester
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L162,,,-- Report cache lookup (same parameters = return cached URL)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L163,,,-- NOTE: partial index predicates cannot use non-IMMUTABLE functions
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L164,,,"-- like NOW(), so keep predicate static and filter expires_at at query time."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L169,,,-- ── ADDITIONAL CHECK CONSTRAINTS ─────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L170,,,"-- DECISION: Add cross-table consistency checks as DB constraints,"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L171,,,-- not just application-level validation. DB is the last line of defence.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L173,,,"-- Exam seats: bench_number format must be ""LETTER-NUMBER"" (A-12)"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L178,,,-- Timetable slots: start/end times must be within college hours
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L183,,,-- Occupancy AI confidence must be 4 decimal places max
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V5__indexes_constraints.sql,,SQL,L188,,,-- report presigned URLs must be https (security)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,File,V6__seed_data.sql,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L1,,,-- ============================================================
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L2,,,-- V6__seed_data.sql
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L3,,,"-- SCAS - Seed Data: RVCE Rooms, Departments, Users, Roles"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L4,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L5,,,-- DECISION LOG:
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L6,,,--   [S1] Passwords are BCrypt hash of 'Test@1234' at strength 12.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L7,,,--        Generated externally (Spring's BCryptPasswordEncoder).
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L8,,,--        NEVER store plain text. Never use MD5 or SHA.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L9,,,--        All test accounts use SAME password for convenience;
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L10,,,--        production would require unique passwords + forced reset.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L11,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L12,,,--   [S2] UUIDs are hard-coded (not gen_random_uuid()) in seed data.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L13,,,--        Reason: other migration files or test fixtures may reference
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L14,,,--        these UUIDs. gen_random_uuid() would generate different UUIDs
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L15,,,"--        on each environment, breaking cross-reference."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L16,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L17,,,--   [S3] GPS coordinates are real RVCE coordinates (approximately).
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L18,,,--        Lat/lng for each block taken from Google Maps.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L19,,,"--        Stored as NUMERIC(10,7) for ~1cm precision."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L20,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L21,,,--   [S4] INSERT...ON CONFLICT DO NOTHING makes seed idempotent.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L22,,,--        Running './gradlew flywayMigrate' twice won't fail
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L23,,,--        because Flyway checksums V6 and won't re-run it.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L24,,,"--        But if someone manually runs this SQL, ON CONFLICT"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L25,,,--        prevents duplicate key violations.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L26,,,-- ============================================================
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L28,,,-- ─── DEPARTMENTS ─────────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L39,,,-- ─── ROLES ───────────────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L48,,,-- ─── PERMISSIONS ─────────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L66,,,-- ─── ROLE_PERMISSIONS mapping ─────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L67,,,"-- STUDENT: read rooms, timetable, exam, notifications"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L75,,,-- TEACHER: all student perms + verify occupancy
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L85,,,-- TTO: timetable write + generate
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L95,,,-- DEPT_COORD: exam full access
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L107,,,-- ADMIN: all permissions
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L112,,,"-- ─── USERS (1 per role, password = BCrypt('Test@1234', 12)) ───"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L113,,,"-- DECISION [S1]: BCrypt hash generated with Spring's BCryptPasswordEncoder.encode(""Test@1234"")"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L114,,,"-- Hash is a BCrypt string with strength 12 (prefix $2a$, $2b$, or $2y$)."
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L152,,,-- Assign roles
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L161,,,-- Update HODs now that users exist (DEFERRABLE FK)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L165,,,-- ─── 30 RVCE ROOMS ─────────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L166,,,"-- GPS coordinates are approximate for RVCE Bengaluru (~12.9237, 77.4994)"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L167,,,-- DECISION [S3]: Real coordinates enable GPS navigation on campus map.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L173,,,-- ── Block A: Classrooms ────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L198,,,-- ── Block B: Labs ──────────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L215,,,-- ── Block C: Classrooms ────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L236,,,-- ── Block D: Exam Halls (bench grid set) ──────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L257,,,-- ── Seminar Halls ──────────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L270,,,-- ── Conference Rooms ───────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L279,,,-- ── More Classrooms ────────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L301,,,-- ─── TIMETABLE VERSION ────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L310,,,-- ─── SAMPLE TIMETABLE SLOTS ───────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L316,,,-- Monday period 1: DAA in A201 by Dr. Ramesh
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L325,,,-- Monday period 2: OS in A202 by Dr. Ramesh
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L334,,,-- Wednesday period 3: CN Lab in B101 by Dr. Priya
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V6__seed_data.sql,,SQL,L344,,,-- ─── VERIFY SEED DATA ─────────────────────────────────────────
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,File,V7__add_missing_day_override_columns.sql,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L1,,,-- ============================================================
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L2,,,-- V7__add_missing_day_override_columns.sql
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L3,,,-- Add missing columns to day_overrides table for schema alignment with JPA entity.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L4,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L5,,,-- Context:
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L6,,,--   Original V2 schema has day_overrides with UUID primary key (override_id).
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L7,,,--   But DayOverride JPA entity expects:
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L8,,,--     - id BIGINT (auto-increment)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L9,,,--     - created_by UUID (not null)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L10,,,--
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L11,,,-- This migration safely adds missing columns for both:
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L12,,,--   - Fresh installations (after V2)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L13,,,--   - Upgrades from legacy schema
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L14,,,-- ============================================================
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L16,,,-- Add created_by column if missing
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L20,,,-- Add id BIGINT column if missing (for future PK migration)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L21,,,-- This allows the entity to work while we keep override_id as the current PK
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L25,,,-- Backfill missing created_by values with system UUID (for upgrades)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L30,,,-- Add NOT NULL constraint to created_by
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L34,,,-- Index for created_by queries
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L37,,,-- Verify schema alignment (comment for verification)
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L38,,,"-- Expected columns: override_id, slot_id, override_date, status, acting_teacher_id,"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V7__add_missing_day_override_columns.sql,,SQL,L39,,,"--                  reason, source, created_at, created_by, id"
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V8__fix_timetable_slots_department.sql,,File,V8__fix_timetable_slots_department.sql,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V8__fix_timetable_slots_department.sql,,SQL,L1,,,-- V8__fix_timetable_slots_department.sql
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V8__fix_timetable_slots_department.sql,,SQL,L2,,,-- Cleanup migration: remove department_id if it exists
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V8__fix_timetable_slots_department.sql,,SQL,L3,,,-- (V2 already created department as VARCHAR(100))
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V8__fix_timetable_slots_department.sql,,SQL,L4,,,-- This handles the case where department_id was created in an intermediate schema
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V8__fix_timetable_slots_department.sql,,SQL,L9,,,-- Note: department VARCHAR(100) column is already defined in V2
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V8__fix_timetable_slots_department.sql,,SQL,L10,,,-- and V6 seed data now uses the correct column name.
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V9__add_is_active_to_timetable_slots.sql,,File,V9__add_is_active_to_timetable_slots.sql,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V9__add_is_active_to_timetable_slots.sql,,SQL,L1,,,-- V9__add_is_active_to_timetable_slots.sql
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\main\db\migration\V9__add_is_active_to_timetable_slots.sql,,SQL,L2,,,-- Add is_active column to timetable_slots table to match JPA entity
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\bin\test\application-test.yml,,File,application-test.yml,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\gradle\libs.versions.toml,,File,libs.versions.toml,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\gradle\wrapper\gradle-wrapper.properties,,File,gradle-wrapper.properties,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\gradle\wrapper\gradle-wrapper.properties,,ENV,distributionBase,,,GRADLE_USER_HOME
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\gradle\wrapper\gradle-wrapper.properties,,ENV,distributionPath,,,wrapper/dists
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\gradle\wrapper\gradle-wrapper.properties,,ENV,distributionUrl,,,https\://services.gradle.org/distributions/gradle-8.14.4-bin.zip
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\gradle\wrapper\gradle-wrapper.properties,,ENV,networkTimeout,,,10000
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\gradle\wrapper\gradle-wrapper.properties,,ENV,validateDistributionUrl,,,true
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\gradle\wrapper\gradle-wrapper.properties,,ENV,zipStoreBase,,,GRADLE_USER_HOME
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\gradle\wrapper\gradle-wrapper.properties,,ENV,zipStorePath,,,wrapper/dists
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\META-INF\spring-configuration-metadata.json,,File,spring-configuration-metadata.json,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\org\springframework\boot\test\autoconfigure\web\servlet\MockMvcPrint.java,,File,MockMvcPrint.java,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\org\springframework\boot\test\autoconfigure\web\servlet\MockMvcPrint.java,org.springframework.boot.test.autoconfigure.web.servlet,Enum,MockMvcPrint,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\ScasApplication.java,,File,ScasApplication.java,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\ScasApplication.java,com.rvce.scas,Class,ScasApplication,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\ScasApplication.java,com.rvce.scas,Method,main,String[] args,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\ScasApplication.java,com.rvce.scas,Method,logRedisConfiguration,"Environment environment,
                                                   RedisProperties redisProperties,
                                                   RedisConnectionFactory redisConnectionFactory",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\cache\RoomAvailabilityCache.java,,File,RoomAvailabilityCache.java,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\cache\RoomAvailabilityCache.java,com.rvce.scas.cache,Class,RoomAvailabilityCache,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\cache\RoomAvailabilityCache.java,com.rvce.scas.cache,Method,get,String key,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\cache\RoomAvailabilityCache.java,com.rvce.scas.cache,Method,put,"String key, List<RoomAvailabilityDto> data",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\cache\RoomAvailabilityCache.java,com.rvce.scas.cache,Method,invalidateByDate,LocalDate date,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\cache\RoomAvailabilityCache.java,com.rvce.scas.cache,Method,invalidateAll,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\cache\RoomAvailabilityCache.java,com.rvce.scas.cache,Method,invalidatePattern,String pattern,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\config\DevDataInitializer.java,,File,DevDataInitializer.java,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\config\DevDataInitializer.java,com.rvce.scas.config,Class,DevDataInitializer,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\config\DevDataInitializer.java,com.rvce.scas.config,Method,initDevUsers,"UserRepository userRepository, BCryptPasswordEncoder encoder",,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\controller\AdminController.java,,File,AdminController.java,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\controller\AdminController.java,com.rvce.scas.controller,Class,AdminController,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\controller\AuthController.java,,File,AuthController.java,,,
c:\Users\kiran\Desktop\rvce-resource-allocator\backend\src\main\java\com\rvce\scas\controller\AuthController.java,com.rvce.scas.controller,Class,AuthController,,,
